Producto,Categoria,UnidadProducto,Ingrediente,CantidadReceta,UnidadIngrediente
"TACOS DE ENTRAÑA","PIZZAS Y TACOS","","CEBOLLA ENCURTIDA",0.03,"Kg"
"TACOS DE ENTRAÑA","PIZZAS Y TACOS","","Cilantro",10,"Gr"
"TACOS DE ENTRAÑA","PIZZAS Y TACOS","","LOMO FINO",200,"Gr"
"TACOS DE ENTRAÑA","PIZZAS Y TACOS","","tortilla de maiz",0.3,"Und"
"TACOS DE ENTRAÑA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","ARRACHERA",200,"Gr"
"TACOS DE ENTRAÑA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","CEBOLLA ENCURTIDA",0.05,"Kg"
"TACOS DE ENTRAÑA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Limon",30,"Gr"
"TACOS DE ENTRAÑA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Cilantro",10,"Gr"
"TACOS DE ENTRAÑA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","AJI HABANERO",30,"Gr"
"TACOS DE ENTRAÑA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","tortilla de maiz",0.2,"Und"
"TACOS DE PESCADO","PIZZAS Y TACOS","","Filete de Tilapia",150,"Gr"
"TACOS DE PESCADO","PIZZAS Y TACOS","","MAYONESA CHIPOTLE",0.05,"Kg"
"TACOS DE PESCADO","PIZZAS Y TACOS","","Limon",30,"Gr"
"TACOS DE PESCADO","PIZZAS Y TACOS","","CEBOLLA ENCURTIDA",0.02,"Kg"
"TACOS DE PESCADO","PIZZAS Y TACOS","","repollo morado",20,"Gr"
"TACOS DE PESCADO","PIZZAS Y TACOS","","PASTA TEMPURA",0.05,"Kg"
"TACOS DE PESCADO","PIZZAS Y TACOS","","Cilantro",10,"Gr"
"TACOS DE PESCADO","PIZZAS Y TACOS","","Sal",1,"Gr"
"TACOS DE PESCADO","PIZZAS Y TACOS","","tortilla de maiz",0.3,"Und"
"TACOS DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Filete de Tilapia",150,"Gr"
"TACOS DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","PASTA TEMPURA",0.05,"Kg"
"TACOS DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","MAYONESA CHIPOTLE",30,"Kg"
"TACOS DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Limon",30,"Gr"
"TACOS DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","CEBOLLA ENCURTIDA",30,"Kg"
"TACOS DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","repollo morado",30,"Gr"
"TACOS DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Cilantro",10,"Gr"
"TACOS DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","tortilla de maiz",0.2,"Und"
"TANQUERARY TEN BT","BOTELLAS","","Ginebra Tanqueray Ten",1,"Unidad"
"Tanqueray London Dry Gin 750Ml BT","BOTELLAS","","Tanqueray OZ",25,"Oz"
"TANQUERAY LONDON SHOTS","VODKA / GIN","","Ginebra Tanqueray Dry 700ml",0.0857,"Unidad"
"TANQUERAY TEN SHOTS","VODKA / GIN","","Ginebra Tanqueray Ten",0.8,"Unidad"
"TEQUILA SUNRISE","COCKTAILS / MIX","","Jose Cuervo Reposado 750ml",0.08,"Unidad"
"TEQUILA SUNRISE","COCKTAILS / MIX","","Jugo de naranja",120,"Ml"
"TEQUILA SUNRISE","COCKTAILS / MIX","","Cereza marrasquino",5,"Gr"
"TEQUILA SUNRISE","COCKTAILS / MIX","","Naranjas Frutas",10,"Gr"
"THE GLENGLIVE 12 AÑOS SHOT","SINGLE MALT","","The Glenfiddich 12 - 750ml",0.08,"Unidad"
"THE GLENGLIVE 18 SHOT","SINGLE MALT","","The Glenlivet 18 - 750ml",0.8,"Unidad"
"THE GLENGLIVET AZUL FOUNDER SHOT","SINGLE MALT","","The Glenlivet Founder",0.08,"Unidad"
"TIERRA BOMBA","COCKTAILS / MIX","","Aguardiente Antioqueño Azul 750ml",0.08,"Unidad"
"TIERRA BOMBA","COCKTAILS / MIX","","Jugo de piña",45,"Ml"
"TIERRA BOMBA","COCKTAILS / MIX","","Pepino",0.03,"Gr"
"TIERRA BOMBA","COCKTAILS / MIX","","Menta",10,"Gr"
"TIERRA BOMBA","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"TIKI ISLAND","COCKTAILS / MIX","","Ron Viejo de Caldas Tradicional 750ml",0.08,"Unidad"
"TIKI ISLAND","COCKTAILS / MIX","","Maracuya B",30,"Gr"
"TIKI ISLAND","COCKTAILS / MIX","","Jugo de piña",30,"Ml"
"TIKI ISLAND","COCKTAILS / MIX","","Jugo de limon",15,"Ml"
"TIKI ISLAND","COCKTAILS / MIX","","Hierba buena",10,"Gr"
"TIKI ISLAND","COCKTAILS / MIX","","Cereza marrasquino",5,"Gr"
"TIKI ISLAND","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"TINTO DE VERANO","COCKTAILS / MIX","","Ginger Canada Dry 300ml",0.5,"Und"
"TINTO DE VERANO","COCKTAILS / MIX","","Zumo de limon",30,"Ml"
"TINTO DE VERANO","COCKTAILS / MIX","","Vino Tinto Santa Carolina Reservado 750ml",0.16,"Unidad"
"TINTO DE VERANO","COCKTAILS / MIX","","Limon",15,"Gr"
"TIRADITO DE PESCADO","ENTRADAS Y ENSALADAS","","Limon",100,"Gr"
"TIRADITO DE PESCADO","ENTRADAS Y ENSALADAS","","Salsa de soya",50,"Ml"
"TIRADITO DE PESCADO","ENTRADAS Y ENSALADAS","","Cebolla blanca",50,"Gr"
"TIRADITO DE PESCADO","ENTRADAS Y ENSALADAS","","harina de trigo",50,"Gr"
"TIRADITO DE PESCADO","ENTRADAS Y ENSALADAS","","perejil",50,"Gr"
"TIRADITO DE PESCADO","ENTRADAS Y ENSALADAS","","TORTILLAS",100,"Gr"
"TIRADITO DE PESCADO","ENTRADAS Y ENSALADAS","","Filete de Tilapia",200,"Gr"
"TIRADITO DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Filete de Tilapia",150,"Gr"
"TIRADITO DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","SALSA PONZU",0.05,"Kg"
"TIRADITO DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Cebolla blanca",20,"Gr"
"TIRADITO DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Cilantro",10,"Gr"
"TIRADITO DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","harina de trigo",20,"Gr"
"TIRADITO DE PESCADO VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Zanahoria",50,"Gr"
"tomate cherry adicion","Insumos cocina","","Tomate Cherry",60,"Gr"
"TOMATES  DESIDRATADOS","PRODUCCION COCINA","Kg","Tomate",1000,"Gr"
"TOMATES  DESIDRATADOS","PRODUCCION COCINA","Kg","Sal",10,"Gr"
"TOMATES  DESIDRATADOS","PRODUCCION COCINA","Kg","Pimienta Badia",2,"Gr"
"TOMATES  DESIDRATADOS","PRODUCCION COCINA","Kg","TOMILLO",0.2,"Und"
"TOMATES  DESIDRATADOS","PRODUCCION COCINA","Kg","Aceite de oliva",150,"Ml"
"TOSTADA AGUACATE","MENU - DESAYUNOS","","PAN MASA MADRE",0.2,"Unidad"
"TOSTADA AGUACATE","MENU - DESAYUNOS","","aguacate",150,"Gr"
"TOSTADA AGUACATE","MENU - DESAYUNOS","","mix de lechugas",50,"Gr"
"TOSTADA AGUACATE","MENU - DESAYUNOS","","Tomate Cherry",50,"Gr"
"TOSTADA AGUACATE","MENU - DESAYUNOS","","HUEVOS",2,"Und"
"TOSTADA AGUACATE","MENU - DESAYUNOS","","Vinagre balsamico",1,"Ml"
"TOSTADAS FRANCESAS CON NUTELLA","Desayuno","","Pan tajado",4,"Unidad"
"TOSTADAS FRANCESAS CON NUTELLA","Desayuno","","CREMA DE AVELLANA",20,"Gr"
"TOSTADAS FRANCESAS CON NUTELLA","Desayuno","","Leche deslactosada",100,"ml"
"TOSTADAS FRANCESAS CON NUTELLA","Desayuno","","Azucar Aro",50,"Gr"
"TOSTADAS FRANCESAS CON NUTELLA","Desayuno","","Esencia Vainilla Levapan",5,"ml"
"TOSTADAS FRANCESAS CON NUTELLA","Desayuno","","HUEVOS",1,"Und"
"TROPICAL SPRITZ","COCKTAILS / MIX","","Ginebra Gordons 700ml",0.0857,"Unidad"
"TROPICAL SPRITZ","COCKTAILS / MIX","","Zumo de limon",15,"Ml"
"TROPICAL SPRITZ","COCKTAILS / MIX","","Pina",30,"Gr"
"TROPICAL SPRITZ","COCKTAILS / MIX","","pulpa de maracuya",0.5,"Und"
"TROPICAL SPRITZ","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"TROPICAL SPRITZ","COCKTAILS / MIX","","Naranjas Frutas",15,"Gr"
"TZATZIKI","PRODUCCION COCINA","Kg","Suero Costeño",1000,"Gr"
"TZATZIKI","PRODUCCION COCINA","Kg","Pepino Cohombro",500,"Gr"
"TZATZIKI","PRODUCCION COCINA","Kg","Hierva buena",0.2,"Und"
"TZATZIKI","PRODUCCION COCINA","Kg","Ajo",3,"Gr"
"TZATZIKI","PRODUCCION COCINA","Kg","Limon",60,"Gr"
"TZATZIKI","PRODUCCION COCINA","Kg","Aceite de oliva",50,"Ml"
"TZATZIKI","PRODUCCION COCINA","Kg","Pimienta Badia",2,"Gr"
"VEGETALES A LA PARILLA","COMPLEMENTOS Y ADICIONALES","","ZUQUINI VERDE",50,"Gr"
"VEGETALES A LA PARILLA","COMPLEMENTOS Y ADICIONALES","","Zanahoria",50,"Gr"
"VEGETALES A LA PARILLA","COMPLEMENTOS Y ADICIONALES","","ZUQUINI AMARILLO",50,"Gr"
"VEGETALES A LA PARILLA","COMPLEMENTOS Y ADICIONALES","","Tomate",50,"Gr"
"VEGETALES A LA PARILLA","COMPLEMENTOS Y ADICIONALES","","Sal",2,"Gr"
"VEGETALES A LA PARILLA","COMPLEMENTOS Y ADICIONALES","","Pimienta Badia",1,"Gr"
"VEGETALES A LA PARILLA","COMPLEMENTOS Y ADICIONALES","","Mantequilla",10,"Gr"
"VEGETALES A LA PARILLA","COMPLEMENTOS Y ADICIONALES","","ESPARRAGO",50,"Gr"
"VEGETALES A LA PARILLA","COMPLEMENTOS Y ADICIONALES","","Cebolla Morada",100,"Gr"
"VERMUT ROSSO 750 ML","BOTELLAS","","VERMUT ROSSO",1,"Und"
"VEUVE CLICQUOT YELLOW","VINOS / ESPUMOSOS","","VEUVE CLICQUOT YELLOW",0.2,""
"VIEJO CALDAS SHOT","RON","","Ron Viejo de Caldas Blanco 750ml",0.8,"Unidad"
"VIEJO DE CALDAS BLANCO BT","BOTELLAS","","Ron Viejo de Caldas Blanco 750ml",1,"Unidad"
"VIEJO DE CALDAS TRADICIONAL BT","BOTELLAS","","Ron Viejo de Caldas Tradicional 750ml",1,"Unidad"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","ALBAHACA",50,"Gr"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","Cilantro",50,"Gr"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","perejil",100,"Gr"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","TOMILLO",0.5,"Und"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","CLAVOS DE OLOR",2,"Gr"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","Comino Badia",5,"Gr"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","Pimienta Badia",5,"Gr"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","Mostaza",50,"Gr"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","Limon",200,"Gr"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","Sal",15,"Gr"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","Aceite Vegetal",350,"ml"
"VINAGRETA DE FINAS HIERVAS","PRODUCCION COCINA","Kg","Aceite de oliva",350,"Ml"
"VINAGRETA FRUTOS ROJOS","PRODUCCION COCINA","Kg","Azucar Aro",200,"Gr"
"VINAGRETA FRUTOS ROJOS","PRODUCCION COCINA","Kg","Vinagre balsamico",250,"Ml"
"VINAGRETA FRUTOS ROJOS","PRODUCCION COCINA","Kg","Aceite Vegetal",250,"ml"
"VINAGRETA FRUTOS ROJOS","PRODUCCION COCINA","Kg","Aceite de oliva",250,"Ml"
"VINAGRETA FRUTOS ROJOS","PRODUCCION COCINA","Kg","Sal",8,"Gr"
"VINAGRETA FRUTOS ROJOS","PRODUCCION COCINA","Kg","Pimienta Badia",2,"Gr"
"VINAGRETA FRUTOS ROJOS","PRODUCCION COCINA","Kg","FRUTOS ROJOS CONGELADOS",1,"Kg"
"Vino Blanco Las moras Chardonay 750ml","VINOS / ESPUMOSOS","","Vino Blanco Las moras Chardonay",5,"Unidad"
"Vino espumoso Chandon Extra Brut  187 ML BT","VINOS / ESPUMOSOS","","Espumoso Chandon Brut 187ml",1,"Unidad"
"Vino Rosado Lambrusco Reggiano","VINOS / ESPUMOSOS","","Vino Rosado Lambrusco Reggiano",0.2,""
"Vino Rosado Rosaleda BT","BOTELLAS","","Vino Rosado Rosaleda",5,"Unidad"
"Vino tinto finca las moras Malbec 750ml BT","BOTELLAS","","Copa vino tinto finca las moras Malbec 750ml",5,"Unidad"
"Vino Tinto La Celia Reserva Malbec BT","BOTELLAS","","Vino Tinto La Celia 750ml",1,"Unidad"
"Vino tinto Merlot Rosaleda 750ml","VINOS / ESPUMOSOS","","Vino tinto Merlot Rosaleda (Unidad)",5,"Unidad"
"Vino Tinto San Leo","VINOS / ESPUMOSOS","","Vino Tinto San Leo",0.2,""
"Vinos Blancos Rosaleda Sauvignon Blanc BT","BOTELLAS","","Vino Blanco Rosaleda 750ml",1,"Unidad"
"VIP EXCLUSIVE LANGOSTA A LA PARRILLA","VIP EXCLUSIVE MENU","","LANGOSTA",400,"Gr"
"VIP EXCLUSIVE LANGOSTA A LA PARRILLA","VIP EXCLUSIVE MENU","","Cebolla blanca",50,"Gr"
"VIP EXCLUSIVE LANGOSTA A LA PARRILLA","VIP EXCLUSIVE MENU","","Mantequilla",50,"Gr"
"VIP EXCLUSIVE LANGOSTA A LA PARRILLA","VIP EXCLUSIVE MENU","","VINO BLANCO",50,"Ml"
"VIP EXCLUSIVE LANGOSTA A LA PARRILLA","VIP EXCLUSIVE MENU","","Paprika Badia",2,"Gr"
"VIP EXCLUSIVE LANGOSTA A LA PARRILLA","VIP EXCLUSIVE MENU","","Limon",200,"Gr"
"VIP EXCLUSIVE LANGOSTA A LA PARRILLA","VIP EXCLUSIVE MENU","","Ajo",20,"Gr"
"VIP EXCLUSIVE LANGOSTA A LA PARRILLA","VIP EXCLUSIVE MENU","","TOMILLO",0.02,"Und"
"Vodka Absolut BT","BOTELLAS","","Vodka Absolut 700ml",1,"Unidad"
"vodka absolut shot","VODKA / GIN","","Vodka Absolut 700ml",0.0857,"Unidad"
"Vodka Smirnoff Red 700ML BT","BOTELLAS","","Smirnoff OZ",23.33333333333,"Oz"
"VODKA WYBOROWA","VODKA / GIN","","VODKA WYBOROWA",1,""
"WELCOME DRINKS","WELCOME DRINK","","Corozo",12,"Kg"
"WELCOME DRINKS","WELCOME DRINK","","Syrup Simple",2,"Oz"
"WELCOME DRINKS","WELCOME DRINK","","Zumo de limon",0.016,"Ml"
"WHISKY SOUR","COCKTAILS / MIX","","Zumo de limon",30,"Ml"
"WHISKY SOUR","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"WHISKY SOUR","COCKTAILS / MIX","","Johnnie Walker Red Label 700ml",0.0857,"Unidad"
"WHISKY SOUR","COCKTAILS / MIX","","Huevos",1,"Und"
"YUCA PERSONAL","COMEDOR STAFF","","yuca para personal",1,"Kg"
"ZACAPA 23 AÑOS SHOT","RON","","ZACAPA 23 750 ML",0.5,"Und"
"ZACAPA AMBAR SHOT","RON","","Zacapa Ambar 750ml",0.8,"Unidad"
"ZUMO DE LIMON","Shots","","Limon por OZ",2,"Oz"
